sentence.id,sentence,instance
senseval3.d001.s013,"If they put a Republican into office , not only will they acquire less in terms of local benefits but their selected legislator will be relatively powerless to prevent other legislators from `` bringing home the bacon `` to their respective constituencies .","['put', 'office', 'acquire', 'local', 'benefits', 'legislator', 'powerless', 'prevent', 'other', 'bringing', 'respective', 'constituencies']"
senseval3.d001.s014,"Each legislator , after all , is only one out of 535 when it comes to national policy making .","['legislator', 'comes', 'national', 'policy', 'making']"
senseval3.d001.s015,"In races for the White House , a voter 's incentive , at the margin , is to lean Republican .","['races', 'voter', 'incentive', 'margin']"
senseval3.d001.s016,"Although a GOP president may limit local benefits to the voter 's particular district/state , such a president is also likely to be more effective at preventing other districts/states and their legislators from bringing home the local benefits .","['president', 'limit', 'local', 'benefits', 'voter', 'particular', 'district/state', 'likely', 'effective', 'preventing', 'other', 'legislators']"
senseval3.d001.s017,The individual voter 's standing consequently will be enhanced through lower taxes .,"['individual', 'voter', 'standing', 'enhanced', 'taxes']"
senseval3.d001.s018,"While this theory is exceedingly simple , it appears to explain several things .","['theory', 'simple', 'appears', 'explain', 'several', 'things']"
senseval3.d001.s019,"First , why ticket splitting has increased and taken the peculiar pattern that it has over the past half century : Prior to the election of Franklin Roosevelt as president and the advent of the New Deal , government occupied a much smaller role in society and the prisoner 's dilemma problem confronting voters in races for Congress was considerably less severe .","['increased', 'taken', 'peculiar', 'pattern', 'past', 'election', 'president', 'advent', 'government', 'occupied', 'role', 'society', 'problem', 'confronting', 'voters', 'races', 'severe']"
senseval3.d001.s020,"Second , it explains why voters hold Congress in disdain but generally love their own congressional representatives : Any individual legislator 's constituents appreciate the specific benefits that the legislator wins for them but not the overall cost associated with every other legislator doing likewise for his own constituency .","['explains', 'voters', 'hold', 'disdain', 'love', 'own', 'congressional', 'representatives', 'individual', 'legislator', 'constituents', 'appreciate', 'specific', 'benefits', 'wins', 'overall', 'cost', 'associated', 'other', 'doing', 'constituency']"
senseval3.d001.s021,"Third , the theory suggests why legislators who pay too much attention to national policy making relative to local benefit-seeking have lower security in office .","['theory', 'suggests', 'legislators', 'much', 'national', 'policy', 'relative', 'local', 'have', 'security', 'office']"
senseval3.d001.s022,"For example , first-term members of the House , once the most vulnerable of incumbents , have become virtually immune to defeat .","['first-term', 'members', 'vulnerable', 'incumbents', 'become', 'immune', 'defeat']"
senseval3.d001.s023,The one exception to this recent trend was the defeat of 13 of the 52 freshman Republicans brought into office in 1980 by the Reagan revolution and running for re-election in 1982 .,"['exception', 'recent', 'trend', 'defeat', 'freshman', 'Republicans', 'brought', 'office', 'revolution', 'running', 're-election']"
senseval3.d001.s024,"Because these freshmen placed far more emphasis on their partisan role -- spreading the Reagan revolution -- in national policy making , they were more vulnerable to defeat .","['freshmen', 'placed', 'emphasis', 'partisan', 'role', 'spreading', 'revolution', 'national', 'policy', 'vulnerable']"
senseval3.d001.s025,"Fourth , the theory indicates why the Republican Party may have a difficult time attracting viable candidates for congressional office .","['theory', 'indicates', 'have', 'difficult', 'time', 'attracting', 'viable', 'candidates', 'congressional', 'office']"
senseval3.d001.s026,Potential candidates may be discouraged from running less by the congressional salary than by the prospect of defeat at the hands of a Democratic opponent .,"['Potential', 'candidates', 'discouraged', 'running', 'congressional', 'salary', 'prospect', 'defeat', 'hands', 'Democratic', 'opponent']"
senseval3.d001.s027,"To the extent that potential Republican candidates and their financial backers realize that the congressional prisoner 's dilemma game works to their disadvantage , the Republican Party will be hindered in its attempts to field a competitive slate of congressional candidates .","['extent', 'potential', 'candidates', 'financial', 'realize', 'congressional', 'game', 'works', 'disadvantage', 'hindered', 'attempts', 'competitive', 'slate']"
senseval3.d001.s028,"Fifth , the theory may provide at least a partial reason for why ticket splitting has been particularly pronounced in the South .","['theory', 'provide', 'partial', 'reason']"
senseval3.d001.s029,"To the extent that Democratic legislators from the South have held a disproportionate share of power in Congress since 1932 and have been able to translate such clout into relatively more local benefits for their respective constituencies , voters in the South have had an especially strong incentive to keep such Democrats in office .","['extent', 'Democratic', 'legislators', 'held', 'disproportionate', 'share', 'power', 'able', 'translate', 'such', 'local', 'benefits', 'respective', 'constituencies', 'voters', 'had', 'strong', 'incentive', 'keep', 'Democrats', 'office']"
senseval3.d001.s030,"Finally , the theory suggests why Republicans generally have fared better in Senate races than in campaigns for the House .","['theory', 'suggests', 'Republicans', 'fared', 'races', 'campaigns']"
senseval3.d001.s031,"Since local benefit-seeking matters more and national policy making matters less in the lower chamber of Congress , this is precisely the pattern one would expect if Republicans are less willing to engage in local benefit-seeking than their Democratic counterparts .","['local', 'benefit-seeking', 'national', 'policy', 'chamber', 'pattern', 'expect', 'Republicans', 'willing', 'engage', 'Democratic', 'counterparts']"
senseval3.d001.s032,Is there any empirical support for this theory ?,"['empirical', 'support', 'theory']"
senseval3.d001.s033,Three pieces of evidence corroborate the key assumption that Democratic legislators are more willing to engage in local benefit-seeking than their Republican colleagues .,"['pieces', 'evidence', 'corroborate', 'key', 'assumption', 'Democratic', 'legislators', 'willing', 'engage', 'local', 'benefit-seeking', 'Republican', 'colleagues']"
senseval3.d001.s034,"First , economists James Bennett and Thomas DiLorenzo find that GOP senators turn back roughly 10 % more of their allocated personal staff budgets than Democrats do .","['economists', 'find', 'senators', 'personal', 'staff', 'budgets', 'Democrats']"
senseval3.d001.s035,"To the extent that the primary duty of personal staff involves local benefit-seeking , this indicates that political philosophy leads congressional Republicans to pay less attention to narrow constituent concerns .","['extent', 'primary', 'duty', 'personal', 'staff', 'involves', 'local', 'benefit-seeking', 'indicates', 'political', 'philosophy', 'leads', 'congressional', 'Republicans', 'concerns']"
senseval3.d001.s036,"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .","['Second', 'key', 'assumption', 'valid', 'Democrats', 'have', 'attendance', 'rates', 'roll-call', 'votes', 'Republicans', 'extent', 'such', 'reflect', 'national', 'policy', 'making', 'participating', 'time', 'legislator', 'devote', 'local', 'benefit-seeking']"
senseval3.d001.s037,"This is indeed what the data indicate , particularly in the case of the House .","['data', 'case']"
senseval3.d001.s038,The Democratic House attendance rate has not exceeded the Republican House attendance rate since 1959 .,"['Democratic', 'attendance', 'rate', 'exceeded']"
senseval3.d001.s039,"Finally , as shown in the table , Democrats allocate a higher proportion of their personal staffs to district offices -- where local benefit-seeking duties matter more and national policy making activities matter less relative to Washington offices .","['table', 'Democrats', 'allocate', 'proportion', 'personal', 'staffs', 'district', 'offices', 'local', 'duties', 'national', 'policy', 'making', 'activities', 'relative']"
senseval3.d001.s040,"An examination of changes in personal staffing decisions in the Senate between 1986 and 1987 -LRB- when control of that body changed party hands -RRB- , moreover , reveals that the personal staffing differences noted in the table can not be attributed to the disproportionate control Democrats exercise , due to their majority-party status , over other resources such as committee staff .","['examination', 'changes', 'personal', 'decisions', 'control', 'body', 'changed', 'party', 'differences', 'noted', 'table', 'attributed', 'Democrats', 'status', 'other', 'resources', 'committee', 'staff']"
senseval3.d001.s041,"An additional piece of evidence from the Senate : Holding other factors constant , such as incumbency advantages and regional factors , the difference between popular votes for Republican presidential and senatorial candidates in states conducting a Senate election turns out to be a positive function of how onerous the federal government 's tax burden is per state -LRB- a progressive tax rate hits higher - income states harder -RRB- .","['additional', 'piece', 'evidence', 'Holding', 'other', 'factors', 'constant', 'incumbency', 'advantages', 'regional', 'difference', 'popular', 'votes', 'Republican', 'senatorial', 'candidates', 'states', 'conducting', 'election', 'positive', 'function', 'onerous', 'tax', 'burden', 'progressive', 'hits', 'higher', 'income']"
senseval3.d001.s042,"Put more simply , GOP candidates for president are looked on more kindly by voters than Republican candidates for the Senate when the prisoner 's dilemma is more severe .","['Put', 'candidates', 'president', 'voters', 'Republican', 'prisoner', 'dilemma', 'severe']"
senseval3.d001.s043,"Moreover , ticket splitting appears to take the same peculiar pattern at the state government level as it does at the federal level .","['appears', 'take', 'same', 'peculiar', 'pattern', 'state', 'government', 'level', 'federal']"
senseval3.d001.s044,State government is more typically split along Republican-governor / Democratic-legislature lines than the reverse .,"['government', 'split', 'lines', 'reverse']"
